ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Days_Since_Customer,Education_Rank,Income_Z
10478,1950,PhD,Married,55517,1,1,9/27/2012,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1,71,3297,4,0.16545449215075647
10099,1984,Bachelors,Married,55434,1,0,5/10/2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,37,3072,2,0.1615995711365695
3498,1976,PhD,Married,55424,0,1,11/25/2012,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,45,3238,4,0.16113512282160722
4887,1976,PhD,Divorced,55412,1,1,11/22/2013,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,45,2876,4,0.16057778484365248
9970,1977,Bachelors,Together,55375,0,1,10/17/2013,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,44,2912,2,0.158859326078292
425,1985,Bachelors,Married,55357,2,0,2/19/2013,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,36,3152,2,0.15802331911135992
5935,1956,Master,Single,55284,0,1,12/24/2012,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,65,3209,3,0.15463284641213523
3376,1970,Master,Divorced,55282,1,0,12/13/2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,51,2855,3,0.15453995674914275
7352,1957,Bachelors,Married,55267,0,1,10/21/2013,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,64,2908,2,0.15384328427669933
9224,1972,PhD,Single,55260,0,1,12/12/2012,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,49,3221,4,0.15351817045622573
1272,1965,Master,Single,55250,0,1,10/21/2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,56,3273,3,0.15305372214126345
4174,1956,Master,Together,55249,0,1,4/17/2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,65,2730,3,0.1530072773097672
3673,1971,Bachelors,Single,55239,0,1,7/14/2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,50,3007,2,0.15254282899480492
9707,1969,PhD,Married,55212,0,1,11/23/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,52,3240,4,0.15128881854440676
10872,1969,PhD,Married,55212,0,1,11/23/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,52,3240,4,0.15128881854440676
6653,1970,PhD,Married,55158,1,1,7/30/2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,51,3356,4,0.14878079764361044
1958,1973,PhD,Together,55012,0,1,3/21/2014,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,48,2757,4,0.14199985224516107
4827,1956,PhD,Single,54998,0,1,10/3/2013,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,65,2926,4,0.14134962460421385
10556,1959,Bachelors,Married,54984,0,1,5/24/2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,62,2693,2,0.14069939696326667
1829,1961,PhD,Divorced,54959,0,1,1/19/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,60,3183,4,0.13953827617586095
448,1978,PhD,Single,54880,1,0,1/3/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,43,3199,4,0.1358691344876589
837,1977,Bachelors,Married,54809,1,1,11/9/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,44,2889,2,0.13257155145142666
10521,1977,Bachelors,Married,54809,1,1,11/9/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,44,2889,2,0.13257155145142666
10704,1969,Bachelors,Single,54803,0,1,8/21/2012,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,52,3334,2,0.1322928824624493
7801,1959,Bachelors,Together,54753,0,1,12/9/2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,62,2859,2,0.12997064088763785
8210,1975,Master,Married,54730,0,1,8/15/2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,46,2975,3,0.12890240976322462
7129,1962,PhD,Married,54693,0,1,2/17/2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,59,3154,4,0.12718395099786414
7426,1971,Master,Married,54690,1,1,7/11/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,50,3010,3,0.12704461650337545
8360,1971,Master,Married,54690,1,1,7/11/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,50,3010,3,0.12704461650337545
5253,1956,Master,Together,54603,1,1,9/7/2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,65,2952,3,0.12300391616320358
2406,1949,Bachelors,Together,54591,0,1,5/8/2013,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,72,3074,2,0.12244657818524883
7408,1952,PhD,Married,54549,0,1,3/3/2014,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,69,2775,4,0.12049589526240724
10022,1973,PhD,Single,54466,1,1,9/2/2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,48,2592,4,0.11664097424822027
2782,1961,PhD,Married,54456,0,1,11/7/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,60,2891,4,0.11617652593325799
5430,1956,Bachelors,Together,54450,1,1,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65,3310,2,0.1158978569442806
8432,1956,Bachelors,Together,54450,1,1,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,65,3310,2,0.1158978569442806
10350,1950,PhD,Married,54432,2,1,9/5/2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,71,2954,4,0.1150618499773485
7019,1963,Bachelors,Together,54414,1,1,1/23/2013,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,58,3179,2,0.11422584301041638
10669,1981,Bachelors,Married,54386,0,1,5/17/2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,40,3065,2,0.11292538772852198
6250,1949,PhD,Widow,54356,0,1,11/19/2012,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,72,3244,4,0.11153204278363513
3381,1953,Master,Married,54348,1,1,8/6/2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,68,2619,3,0.1111604841316653
7514,1956,Master,Together,54342,1,1,3/7/2013,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,65,3136,3,0.11088181514268793
975,1956,Bachelors,Single,54252,1,1,5/28/2013,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,65,3054,2,0.10670178030802736
9665,1957,PhD,Divorced,54237,0,1,4/27/2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,64,3085,4,0.10600510783558394
6295,1977,Bachelors,Married,54233,0,1,4/2/2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,44,3110,2,0.10581932850959902
8070,1973,PhD,Married,54222,0,1,1/3/2014,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,48,2834,4,0.10530843536314051
10552,1979,Master,Married,54210,0,1,5/20/2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,42,3062,3,0.10475109738518576
3050,1966,Bachelors,Married,54198,1,1,12/17/2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,55,2851,2,0.10419375940723102
2613,1960,Master,Married,54197,0,1,3/4/2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,61,2774,3,0.10414731457573478
771,1967,Bachelors,Together,54178,0,1,1/21/2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,54,2816,2,0.10326486277730644
8562,1969,Bachelors,Together,54165,0,0,5/28/2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,52,3054,2,0.10266107996785548
8650,1978,Bachelors,Widow,54162,1,1,3/18/2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,43,3125,2,0.10252174547336679
8945,1970,Bachelors,Divorced,54137,0,1,8/16/2013,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,51,2974,2,0.10136062468596108
5229,1969,PhD,Together,54132,0,1,2/16/2014,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52,2790,4,0.10112840052847993
5441,1965,PhD,Widow,54111,0,1,8/25/2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,56,2965,4,0.10015305906705914
3594,1973,Master,Married,54108,1,1,5/11/2012,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,48,3436,3,0.10001372457257045
5062,1963,PhD,Married,54072,1,1,7/27/2013,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,58,2994,4,0.09834171063870623
7822,1976,Bachelors,Together,54058,0,1,4/6/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,45,3106,2,0.09769148299775902
521,1985,Bachelors,Together,54006,1,0,9/18/2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,36,3306,2,0.09527635175995514
9284,1958,Bachelors,Together,53977,0,1,8/6/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,63,2984,2,0.09392945164656451
10128,1958,Bachelors,Together,53977,0,1,8/6/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,63,2984,2,0.09392945164656451
254,1955,Bachelors,Together,53863,0,1,5/17/2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,66,2700,2,0.08863474085599446
10882,1976,Bachelors,Married,53858,0,1,9/11/2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,45,3313,2,0.08840251669851332
5272,1965,Master,Married,53843,0,1,6/27/2013,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,56,3024,3,0.08770584422606989
9697,1951,Bachelors,Married,53790,0,2,6/3/2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,70,2683,2,0.08524426815676978
8216,1972,Master,Married,53761,1,1,11/10/2013,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,49,2888,3,0.08389736804337915
2134,1952,Bachelors,Single,53700,0,1,8/17/2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,69,3338,2,0.0810642333221092
4945,1953,Bachelors,Widow,53653,0,0,7/11/2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,68,3375,2,0.07888132624178645
610,1953,PhD,Together,53593,1,1,7/8/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,68,3378,4,0.07609463635201275
1880,1959,PhD,Together,53537,1,1,1/30/2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,62,2807,4,0.07349372578822395
5207,1963,PhD,Married,53378,1,1,9/24/2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,58,3300,4,0.06610899758032361
2072,1969,PhD,Together,53374,0,1,8/16/2012,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,52,3339,4,0.0659232182543387
4865,1974,Master,Divorced,53367,1,1,8/31/2013,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,47,2959,3,0.0655981044338651
2404,1976,Bachelors,Married,53359,1,1,5/27/2013,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,45,3055,2,0.06522654578189527
8104,1951,PhD,Married,53312,0,0,9/8/2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,70,2951,4,0.06304363870157252
4093,1975,Master,Together,53253,1,1,11/2/2013,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,46,2896,3,0.06030339364329504
8207,1957,Master,Married,53233,0,1,3/18/2014,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,2760,3,0.05937449701337047
4915,1956,Master,Married,53230,0,1,3/8/2012,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,65,3500,3,0.059235162518881786
1055,1976,Master,Married,53204,1,1,3/20/2014,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,45,2758,3,0.05802759689997984
1406,1975,Bachelors,Single,53201,1,1,12/2/2013,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,46,2866,2,0.05788826240549116
7409,1970,Bachelors,Together,53187,1,0,10/26/2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,51,2903,2,0.057238034764543956
8687,1978,Bachelors,Together,53172,0,1,6/5/2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,43,3046,2,0.05654136229210053
4268,1959,Bachelors,Married,53154,0,1,9/6/2014,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,62,2588,2,0.05570535532516841
5407,1954,Bachelors,Together,53103,0,1,12/9/2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,67,2859,2,0.053336668918860755
125,1958,Master,Together,53083,1,1,5/15/2013,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,63,3067,3,0.052407772288936186
9967,1974,Bachelors,Divorced,53034,1,1,5/30/2013,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,47,3052,2,0.05013197554562099
3298,1956,Master,Married,52973,0,1,8/11/2012,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,65,3344,3,0.04729884082435105
4377,1971,Bachelors,Married,52914,0,1,7/1/2013,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,50,3020,2,0.044558595766073565
9405,1954,PhD,Married,52869,1,1,10/15/2012,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,0,1,67,3279,4,0.04246857834874328
3783,1959,PhD,Married,52854,1,1,3/24/2014,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,62,2754,4,0.04177190587629985
5221,1957,Bachelors,Married,52852,0,1,1/12/2012,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,64,3556,2,0.04167901621330739
1212,1973,Bachelors,Married,52845,1,0,8/13/2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,48,2977,2,0.04135390239283379
3732,1955,Master,Married,52750,0,1,4/2/2013,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,66,3110,3,0.03694164340069208
2920,1975,PhD,Single,52614,0,1,1/12/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,46,3556,4,0.030625146317204997
2928,1975,PhD,Single,52614,0,1,1/12/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,46,3556,4,0.030625146317204997
3635,1962,PhD,Single,52597,0,1,7/5/2014,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,59,2651,4,0.029835584181769112
1131,1967,PhD,Single,52569,0,1,5/4/2014,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,54,2713,4,0.028535128899874713
378,1971,Bachelors,Married,52531,0,0,12/30/2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,50,3203,2,0.02677022530301803
1440,1978,Master,Together,52513,0,0,4/9/2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,43,3468,3,0.025934218336085915
10702,1984,Bachelors,Single,52413,1,0,3/11/2012,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,37,3497,2,0.02128973518646306
2683,1969,Bachelors,Married,52413,0,2,2/2/2013,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,52,3169,2,0.02128973518646306
3712,1959,Bachelors,Divorced,52332,0,0,8/28/2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,62,2962,2,0.017527703835268547
7101,1963,PhD,Widow,52278,0,1,1/25/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,58,3177,4,0.015019682934472207
9760,1963,PhD,Widow,52278,0,1,1/25/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,58,3177,4,0.015019682934472207
6181,1950,Master,Together,52203,0,0,7/31/2012,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,71,3355,3,0.011536320572255065
7264,1978,Master,Single,52195,2,1,12/5/2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,43,2498,3,0.011164761920285237
6387,1976,PhD,Together,52190,1,1,8/5/2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,45,2620,4,0.010932537762804095
4184,1950,PhD,Together,52157,0,1,7/6/2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,71,2650,4,0.009399858323428552
1045,1965,Bachelors,Together,52117,0,1,8/16/2012,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,56,3339,2,0.0075420650635794105
641,1967,Bachelors,Single,52074,0,1,4/4/2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,54,2743,2,0.005544937309241583
675,1973,Master,Divorced,52034,1,1,5/17/2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,48,3065,3,0.003687144049392441
5589,1964,Bachelors,Divorced,51983,0,1,8/31/2012,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,57,3324,2,0.0013184576430847852
11039,1975,Bachelors,Married,51948,0,1,9/17/2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,46,2942,2,-0.000307111459283214
4682,1958,Bachelors,Married,51876,0,0,10/15/2013,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,63,2914,2,-0.0036511393270116693
11100,1972,Bachelors,Divorced,51813,1,1,11/4/2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,49,2894,2,-0.006577163711274068
2853,1980,Bachelors,Single,51766,1,0,11/3/2014,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,41,2530,2,-0.008760070791596809
8286,1965,PhD,Together,51717,0,1,8/20/2013,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,56,2970,4,-0.011035867534912008
6497,1960,Bachelors,Married,51651,0,1,7/11/2012,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,61,3375,2,-0.014101226413663093
7698,1976,PhD,Married,51650,0,1,11/5/2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,45,2528,4,-0.01414767124515932
5092,1949,PhD,Widow,51569,0,1,12/2/2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,72,2866,4,-0.017909702596353834
3202,1987,PhD,Married,51563,0,0,1/10/2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,34,3558,4,-0.018188371585331205
709,1952,Bachelors,Divorced,51537,0,1,9/12/2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,69,3312,2,-0.019395937204233146
10664,1949,Master,Widow,51529,0,1,7/9/2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,72,3012,3,-0.019767495856202976
7938,1958,PhD,Together,51518,0,1,3/10/2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,63,3133,4,-0.02027838900266149
5837,1967,Bachelors,Married,51479,1,1,12/28/2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,54,3205,2,-0.022089737431014403
3602,1958,Master,Married,51412,0,1,12/31/2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,63,2837,3,-0.025201541141261715
73,1953,PhD,Single,51411,1,2,5/26/2013,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,68,3056,4,-0.025247985972757944
7108,1965,Master,Widow,51390,1,1,8/9/2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,56,3346,3,-0.026223327434178743
4552,1991,Bachelors,Married,51373,0,0,6/22/2013,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,30,3029,2,-0.027012889569614628
7375,1976,Bachelors,Together,51369,0,1,10/25/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,45,3269,2,-0.02719866889559954
10144,1976,Bachelors,Together,51369,0,1,10/25/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,45,3269,2,-0.02719866889559954
10341,1948,Bachelors,Together,51315,0,0,2/23/2014,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,73,2783,2,-0.029706689796395885
8159,1968,Bachelors,Married,51287,1,1,1/4/2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,53,2833,2,-0.031007145078290284
11075,1978,Bachelors,Married,51267,1,1,10/29/2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,43,2900,2,-0.03193604170821485
4656,1990,Master,Single,51250,1,0,3/30/2013,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,31,3113,3,-0.03272560384365074
8825,1962,Bachelors,Together,51195,1,1,1/4/2013,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,59,3198,2,-0.03528006957594331
326,1973,Bachelors,Married,51148,1,1,2/18/2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,48,3153,2,-0.03746297665626605
6663,1940,PhD,Single,51141,0,0,8/7/2013,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,81,2983,4,-0.03778809047673965
2461,1955,Master,Single,51124,1,1,12/18/2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,66,2850,3,-0.038577652612175536
8017,1981,Master,Married,51111,1,1,6/19/2014,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,40,2667,3,-0.039181435421626505
10490,1969,PhD,Married,51039,1,1,10/12/2012,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,52,3282,4,-0.04252546328935496
455,1946,PhD,Married,51012,0,0,4/18/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,75,3094,4,-0.04377947373975313
7592,1946,PhD,Married,51012,0,0,4/18/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,75,3094,4,-0.04377947373975313
1118,1956,Master,Married,50965,0,1,2/20/2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,65,3151,3,-0.04596238082007588
9347,1956,Master,Together,50943,0,1,6/21/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,65,3030,3,-0.04698416711299291
10160,1956,Master,Together,50943,0,1,6/21/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,65,3030,3,-0.04698416711299291
8148,1956,Master,Together,50898,1,1,8/1/2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,65,2989,3,-0.04907418453032319
6271,1952,PhD,Married,50870,0,1,6/19/2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,69,2667,4,-0.05037463981221759
2286,1962,Bachelors,Single,50785,1,1,10/9/2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,59,2920,2,-0.05432245048939702
2061,1955,Bachelors,Married,50737,0,1,11/5/2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,66,2893,2,-0.05655180240121598
1165,1958,PhD,Single,50729,1,1,2/5/2013,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,63,3166,4,-0.056923361053185816
4690,1953,Bachelors,Married,50725,0,1,2/13/2013,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,68,3158,2,-0.057109140379170725
6097,1959,Bachelors,Single,50664,1,1,1/16/2013,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,62,3186,2,-0.059942275100440666
4725,1950,PhD,Together,50616,0,1,4/13/2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,71,2734,4,-0.06217162701225964
5180,1968,PhD,Divorced,50616,0,1,4/18/2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,53,2729,4,-0.06217162701225964
5675,1960,PhD,Divorced,50611,0,1,4/10/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,61,3467,4,-0.06240385116974078
7230,1960,PhD,Divorced,50611,0,1,4/10/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,61,3467,4,-0.06240385116974078
9140,1960,Master,Together,50523,1,1,12/25/2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,61,2843,3,-0.0664909963414089
8594,1958,PhD,Widow,50520,0,1,1/28/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,63,2809,4,-0.06663033083589757
2632,1954,Bachelors,Married,50501,1,1,6/18/2013,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0,1,67,3033,2,-0.06751278263432592
1349,1970,Bachelors,Married,50447,2,0,4/21/2014,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,51,2726,2,-0.07002080353512226
9973,1963,Bachelors,Married,50437,0,2,10/17/2012,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,58,3277,2,-0.07048525185008454
4452,1957,Bachelors,Single,50388,0,1,5/28/2014,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,64,2689,2,-0.07276104859339975
10307,1956,Bachelors,Married,50387,0,2,8/31/2013,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,65,2959,2,-0.07280749342489598
713,1977,Master,Married,50353,0,0,8/6/2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,44,2619,3,-0.07438661769576775
1378,1972,Master,Together,50334,0,1,7/24/2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,49,2997,3,-0.0752690694941961
7540,1952,Bachelors,Married,50300,0,1,5/25/2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,69,2692,2,-0.07684819376506787
